system,N,run,num_solutions,rewrite_time_ms,solver_time_ms,solution_translation_time_ms,conjure_solve_e2e_ms
conjure,28,4,0,3035.1448,0.0,0.0,0.0
conjure,28,5,0,3049.1137,0.0,0.0,0.0
conjure,28,6,0,3213.1887,0.0,0.0,0.0
conjure,28,7,0,3676.5202,0.0,0.0,0.0
conjure,28,8,0,3378.7151,0.0,0.0,0.0
conjure,28,9,0,3363.3601,0.0,0.0,0.0
conjure,28,10,0,3399.3998,0.0,0.0,0.0
conjure,29,1,0,3361.7762,0.0,0.0,0.0
conjure,29,2,0,3483.2439,0.0,0.0,0.0
conjure,29,3,0,3226.6027,0.0,0.0,0.0
conjure,29,4,0,3374.0212,0.0,0.0,0.0
conjure,29,5,0,3536.1614,0.0,0.0,0.0
conjure,29,6,0,3167.3336,0.0,0.0,0.0
conjure,29,7,0,3079.7357,0.0,0.0,0.0
conjure,29,8,0,3492.7433,0.0,0.0,0.0
conjure,29,9,0,3787.6641,0.0,0.0,0.0
conjure,29,10,0,3363.5044,0.0,0.0,0.0
conjure,30,1,0,3537.9555,0.0,0.0,0.0
conjure,30,2,0,3606.0553,0.0,0.0,0.0
conjure,30,3,0,3334.7559,0.0,0.0,0.0
conjure,30,4,0,3813.5314,0.0,0.0,0.0
conjure,30,5,0,3367.6166,0.0,0.0,0.0
conjure,30,6,0,3357.1241,0.0,0.0,0.0
conjure,30,7,0,3617.1684,0.0,0.0,0.0
conjure,30,8,0,3159.147,0.0,0.0,0.0
conjure,30,9,0,3322.1269,0.0,0.0,0.0
conjure,30,10,0,3358.127,0.0,0.0,0.0
conjure,31,1,0,3420.2864,0.0,0.0,0.0
conjure,31,2,0,3581.6614,0.0,0.0,0.0
conjure,31,3,0,3872.1256,0.0,0.0,0.0
conjure,31,4,0,3672.6124,0.0,0.0,0.0
conjure,31,5,0,3693.3726,0.0,0.0,0.0
conjure,31,6,0,3600.5164,0.0,0.0,0.0
conjure,31,7,0,3462.0956,0.0,0.0,0.0
conjure,31,8,0,3438.3785,0.0,0.0,0.0
conjure,31,9,0,3553.4979,0.0,0.0,0.0
conjure,31,10,0,3570.6881,0.0,0.0,0.0
conjure,32,1,0,3567.348,0.0,0.0,0.0
conjure,32,2,0,3416.7297,0.0,0.0,0.0
conjure,32,3,0,3713.4332,0.0,0.0,0.0
conjure,32,4,0,3579.4906,0.0,0.0,0.0
conjure,32,5,0,3316.3725,0.0,0.0,0.0
conjure,32,6,0,3544.9334,0.0,0.0,0.0
conjure,32,7,0,3484.0633,0.0,0.0,0.0
conjure,32,8,0,3969.1643,0.0,0.0,0.0
conjure,32,9,0,3495.31,0.0,0.0,0.0
conjure,32,10,0,3761.7276,0.0,0.0,0.0
conjure,33,1,0,3991.5194,0.0,0.0,0.0
conjure,33,2,0,3699.9519,0.0,0.0,0.0
conjure,33,3,0,3818.2577,0.0,0.0,0.0
conjure,33,4,0,4321.2021,0.0,0.0,0.0
conjure,33,5,0,3786.3644,0.0,0.0,0.0
conjure,33,6,0,3782.4805,0.0,0.0,0.0
conjure,33,7,0,4044.7705,0.0,0.0,0.0
conjure,33,8,0,4071.7078,0.0,0.0,0.0
conjure,33,9,0,3891.6194,0.0,0.0,0.0
conjure,33,10,0,3655.1077,0.0,0.0,0.0
conjure,34,1,0,3943.0053,0.0,0.0,0.0
